Company,Website,Industry,Product/service,Business type,Employee count,Revenue,Year founded,BBB rating,Street,City,State,Company phone,Company linkedin,Owner's First Name,Owner's  Last name,Owner's title,Owner's linkedin,Owner's  phone,Owner's  email,Source,Converted
Company_728,www.company_728.com,Manufacturing,Financial Services,B2C,1226,46600652,1996,B,562 Main St,City_26,TX,-5077,https://linkedin.com/company/company_728,First189,Last873,VP Sales,https://linkedin.com/in/first189last873,-3488,first189.last873@company_728.com,LinkedIn,0
Company_729,www.company_729.com,Finance,Consulting,B2B,1343,2450876,1966,A+,331 Main St,City_36,CA,-2902,https://linkedin.com/company/company_729,First419,Last783,CEO,https://linkedin.com/in/first419last783,-7152,first419.last783@company_729.com,Cold Email,0
Company_730,www.company_730.com,Finance,Consulting,B2B,29,38896474,1981,B,727 Main St,City_82,CA,-10440,https://linkedin.com/company/company_730,First182,Last950,VP Sales,https://linkedin.com/in/first182last950,-6347,first182.last950@company_730.com,Webinar,1
Company_731,www.company_731.com,Finance,Consumer Goods,B2C,1210,68001289,1979,C,152 Main St,City_92,NY,-6169,https://linkedin.com/company/company_731,First438,Last415,CEO,https://linkedin.com/in/first438last415,-7211,first438.last415@company_731.com,Webinar,1
Company_732,www.company_732.com,Retail,Online Courses,B2C,400,14809150,1992,A+,712 Main St,City_37,FL,-3850,https://linkedin.com/company/company_732,First609,Last550,Marketing Director,https://linkedin.com/in/first609last550,-5381,first609.last550@company_732.com,Website,0
Company_733,www.company_733.com,Retail,Software,B2B,248,18348067,1999,A,265 Main St,City_23,CA,-6796,https://linkedin.com/company/company_733,First899,Last252,Marketing Director,https://linkedin.com/in/first899last252,-10721,first899.last252@company_733.com,Webinar,0
Company_734,www.company_734.com,Finance,Consumer Goods,B2B,1167,8303492,1967,A,538 Main St,City_50,FL,-5583,https://linkedin.com/company/company_734,First784,Last646,CEO,https://linkedin.com/in/first784last646,-9390,first784.last646@company_734.com,Ad Campaign,1
Company_735,www.company_735.com,Education,Online Courses,B2C,299,66127288,1970,C,270 Main St,City_15,TX,-3077,https://linkedin.com/company/company_735,First473,Last171,VP Sales,https://linkedin.com/in/first473last171,-10609,first473.last171@company_735.com,Cold Email,0
Company_736,www.company_736.com,Manufacturing,Software,B2B,822,48089910,1962,A,168 Main St,City_4,IL,-7030,https://linkedin.com/company/company_736,First93,Last740,Marketing Director,https://linkedin.com/in/first93last740,-8828,first93.last740@company_736.com,Referral,0
Company_737,www.company_737.com,Healthcare,Financial Services,B2B,516,14230270,1955,A+,313 Main St,City_78,TX,-4743,https://linkedin.com/company/company_737,First462,Last26,CTO,https://linkedin.com/in/first462last26,-3037,first462.last26@company_737.com,LinkedIn,0
Company_738,www.company_738.com,Manufacturing,Consumer Goods,B2B,929,97242608,1956,C,321 Main St,City_28,CA,-7351,https://linkedin.com/company/company_738,First257,Last332,CTO,https://linkedin.com/in/first257last332,-7402,first257.last332@company_738.com,Website,1
Company_739,www.company_739.com,Retail,Software,B2B,854,42755972,1973,A+,969 Main St,City_34,IL,-5209,https://linkedin.com/company/company_739,First650,Last372,CEO,https://linkedin.com/in/first650last372,-2299,first650.last372@company_739.com,Webinar,0
Company_740,www.company_740.com,Retail,Online Courses,B2B,848,93756376,1977,A+,479 Main St,City_71,IL,-7182,https://linkedin.com/company/company_740,First45,Last787,CTO,https://linkedin.com/in/first45last787,-5855,first45.last787@company_740.com,Cold Email,0
Company_741,www.company_741.com,Manufacturing,Consumer Goods,B2B,1234,33150331,1973,A+,747 Main St,City_53,NY,-8532,https://linkedin.com/company/company_741,First184,Last788,CEO,https://linkedin.com/in/first184last788,-6237,first184.last788@company_741.com,LinkedIn,0
Company_742,www.company_742.com,Education,Medical Equipment,B2C,67,65858489,2006,A+,392 Main St,City_98,NY,-4826,https://linkedin.com/company/company_742,First121,Last921,CTO,https://linkedin.com/in/first121last921,-4002,first121.last921@company_742.com,Ad Campaign,1
Company_743,www.company_743.com,Technology,Financial Services,B2C,57,79140997,1953,A+,589 Main St,City_82,IL,-8225,https://linkedin.com/company/company_743,First876,Last511,Marketing Director,https://linkedin.com/in/first876last511,-3166,first876.last511@company_743.com,Referral,0
Company_744,www.company_744.com,Manufacturing,Online Courses,B2B,1763,37777422,1969,A+,694 Main St,City_11,IL,-4628,https://linkedin.com/company/company_744,First465,Last420,VP Sales,https://linkedin.com/in/first465last420,-8011,first465.last420@company_744.com,Referral,0
Company_745,www.company_745.com,Manufacturing,Financial Services,B2B,525,29850575,1990,A+,915 Main St,City_45,FL,-5334,https://linkedin.com/company/company_745,First285,Last635,Marketing Director,https://linkedin.com/in/first285last635,-6844,first285.last635@company_745.com,Ad Campaign,1
Company_746,www.company_746.com,Technology,Consulting,B2B,1015,25748274,1977,A+,312 Main St,City_78,TX,-8260,https://linkedin.com/company/company_746,First38,Last149,CEO,https://linkedin.com/in/first38last149,-7978,first38.last149@company_746.com,Website,0
Company_747,www.company_747.com,Manufacturing,Financial Services,B2C,1487,3864993,2003,A+,873 Main St,City_40,CA,-5090,https://linkedin.com/company/company_747,First51,Last112,VP Sales,https://linkedin.com/in/first51last112,-10105,first51.last112@company_747.com,Ad Campaign,0
Company_748,www.company_748.com,Healthcare,Consumer Goods,B2C,1742,24436228,2009,A,964 Main St,City_6,FL,-8831,https://linkedin.com/company/company_748,First587,Last807,Marketing Director,https://linkedin.com/in/first587last807,-8826,first587.last807@company_748.com,Ad Campaign,0
Company_749,www.company_749.com,Finance,Consumer Goods,B2C,293,29911197,1989,C,899 Main St,City_69,CA,-10653,https://linkedin.com/company/company_749,First787,Last307,Founder,https://linkedin.com/in/first787last307,-3487,first787.last307@company_749.com,Cold Email,0
Company_750,www.company_750.com,Finance,Software,B2C,441,46648721,1974,B,422 Main St,City_62,CA,-6778,https://linkedin.com/company/company_750,First300,Last483,CTO,https://linkedin.com/in/first300last483,-4961,first300.last483@company_750.com,Referral,0
Company_751,www.company_751.com,Retail,Medical Equipment,B2C,42,13429543,2003,A,520 Main St,City_91,FL,-3922,https://linkedin.com/company/company_751,First215,Last713,CTO,https://linkedin.com/in/first215last713,-4058,first215.last713@company_751.com,Webinar,1
Company_752,www.company_752.com,Technology,Software,B2B,1715,64953869,2001,A,473 Main St,City_80,FL,-3763,https://linkedin.com/company/company_752,First957,Last808,Founder,https://linkedin.com/in/first957last808,-5814,first957.last808@company_752.com,LinkedIn,0
Company_753,www.company_753.com,Manufacturing,Medical Equipment,B2C,1726,97681908,2018,A,877 Main St,City_6,FL,-2136,https://linkedin.com/company/company_753,First363,Last950,CTO,https://linkedin.com/in/first363last950,-8680,first363.last950@company_753.com,Webinar,1
Company_754,www.company_754.com,Manufacturing,Online Courses,B2C,1550,53447272,2016,A,111 Main St,City_10,NY,-3532,https://linkedin.com/company/company_754,First905,Last625,CTO,https://linkedin.com/in/first905last625,-5613,first905.last625@company_754.com,Website,1
Company_755,www.company_755.com,Education,Consulting,B2B,1746,3131863,1950,A+,155 Main St,City_4,IL,-3027,https://linkedin.com/company/company_755,First641,Last816,CEO,https://linkedin.com/in/first641last816,-8379,first641.last816@company_755.com,Website,0
Company_756,www.company_756.com,Healthcare,Financial Services,B2C,859,49314147,2001,A,179 Main St,City_7,TX,-5337,https://linkedin.com/company/company_756,First359,Last574,CTO,https://linkedin.com/in/first359last574,-10069,first359.last574@company_756.com,Referral,1
Company_757,www.company_757.com,Retail,Consulting,B2C,1023,29006038,2011,A+,339 Main St,City_90,CA,-7380,https://linkedin.com/company/company_757,First316,Last308,Marketing Director,https://linkedin.com/in/first316last308,-4545,first316.last308@company_757.com,Webinar,0
Company_758,www.company_758.com,Education,Software,B2B,134,4628268,1980,A,192 Main St,City_28,TX,-2818,https://linkedin.com/company/company_758,First406,Last742,Marketing Director,https://linkedin.com/in/first406last742,-3941,first406.last742@company_758.com,Webinar,1
Company_759,www.company_759.com,Technology,Consulting,B2B,1764,25687567,1963,A+,958 Main St,City_25,TX,-2669,https://linkedin.com/company/company_759,First945,Last689,VP Sales,https://linkedin.com/in/first945last689,-8187,first945.last689@company_759.com,LinkedIn,0
Company_760,www.company_760.com,Technology,Consumer Goods,B2B,1417,74925356,1977,A,398 Main St,City_89,IL,-5737,https://linkedin.com/company/company_760,First914,Last886,Marketing Director,https://linkedin.com/in/first914last886,-8057,first914.last886@company_760.com,Cold Email,0
Company_761,www.company_761.com,Finance,Online Courses,B2B,1137,69283142,1986,B,218 Main St,City_86,TX,-3046,https://linkedin.com/company/company_761,First579,Last743,Founder,https://linkedin.com/in/first579last743,-4473,first579.last743@company_761.com,Webinar,0
Company_762,www.company_762.com,Manufacturing,Software,B2B,1908,22836538,1957,A,506 Main St,City_64,TX,-5634,https://linkedin.com/company/company_762,First819,Last939,Founder,https://linkedin.com/in/first819last939,-8002,first819.last939@company_762.com,Referral,1
Company_763,www.company_763.com,Healthcare,Medical Equipment,B2B,1559,97636375,1957,A+,265 Main St,City_38,IL,-6951,https://linkedin.com/company/company_763,First642,Last548,CTO,https://linkedin.com/in/first642last548,-6294,first642.last548@company_763.com,Webinar,1
Company_764,www.company_764.com,Manufacturing,Online Courses,B2B,507,90528304,1988,A,787 Main St,City_12,TX,-11255,https://linkedin.com/company/company_764,First723,Last879,Founder,https://linkedin.com/in/first723last879,-8716,first723.last879@company_764.com,Website,0
Company_765,www.company_765.com,Technology,Medical Equipment,B2C,120,52817797,2003,A+,348 Main St,City_62,NY,-5991,https://linkedin.com/company/company_765,First381,Last463,Founder,https://linkedin.com/in/first381last463,-4990,first381.last463@company_765.com,Ad Campaign,0
Company_766,www.company_766.com,Manufacturing,Medical Equipment,B2B,398,28598615,2019,A+,232 Main St,City_23,CA,-5930,https://linkedin.com/company/company_766,First797,Last207,CEO,https://linkedin.com/in/first797last207,-9069,first797.last207@company_766.com,LinkedIn,0
Company_767,www.company_767.com,Manufacturing,Software,B2C,1548,17663002,1969,C,790 Main St,City_78,NY,-8362,https://linkedin.com/company/company_767,First195,Last349,VP Sales,https://linkedin.com/in/first195last349,-3599,first195.last349@company_767.com,Website,0
Company_768,www.company_768.com,Manufacturing,Medical Equipment,B2C,1827,29797658,2003,A+,133 Main St,City_71,CA,-5261,https://linkedin.com/company/company_768,First842,Last961,Marketing Director,https://linkedin.com/in/first842last961,-8505,first842.last961@company_768.com,Website,1
Company_769,www.company_769.com,Healthcare,Consulting,B2B,705,50115226,1987,A,311 Main St,City_34,FL,-5577,https://linkedin.com/company/company_769,First119,Last5,Founder,https://linkedin.com/in/first119last5,-6838,first119.last5@company_769.com,Referral,1
Company_770,www.company_770.com,Retail,Financial Services,B2B,1136,55328634,2008,A+,929 Main St,City_59,CA,-3328,https://linkedin.com/company/company_770,First106,Last534,Founder,https://linkedin.com/in/first106last534,-9149,first106.last534@company_770.com,Referral,0
Company_771,www.company_771.com,Manufacturing,Medical Equipment,B2B,493,79164353,1966,A+,843 Main St,City_54,NY,-6261,https://linkedin.com/company/company_771,First294,Last284,Marketing Director,https://linkedin.com/in/first294last284,-8949,first294.last284@company_771.com,Cold Email,0
Company_772,www.company_772.com,Finance,Consumer Goods,B2B,307,31627173,1965,A+,299 Main St,City_18,NY,-7356,https://linkedin.com/company/company_772,First281,Last118,CEO,https://linkedin.com/in/first281last118,-3351,first281.last118@company_772.com,Webinar,1
Company_773,www.company_773.com,Manufacturing,Financial Services,B2B,53,26735028,1986,A+,727 Main St,City_24,TX,-4731,https://linkedin.com/company/company_773,First563,Last327,Founder,https://linkedin.com/in/first563last327,-4014,first563.last327@company_773.com,Ad Campaign,1
Company_774,www.company_774.com,Retail,Medical Equipment,B2B,894,42917546,1961,A+,134 Main St,City_63,TX,-5680,https://linkedin.com/company/company_774,First628,Last914,Founder,https://linkedin.com/in/first628last914,-3849,first628.last914@company_774.com,Webinar,1
Company_775,www.company_775.com,Finance,Software,B2B,233,90650182,1961,A+,389 Main St,City_71,CA,-10580,https://linkedin.com/company/company_775,First109,Last393,CEO,https://linkedin.com/in/first109last393,-6022,first109.last393@company_775.com,Referral,1
Company_776,www.company_776.com,Finance,Online Courses,B2B,1899,10039139,1978,B,805 Main St,City_16,FL,-9157,https://linkedin.com/company/company_776,First645,Last857,VP Sales,https://linkedin.com/in/first645last857,-7950,first645.last857@company_776.com,Webinar,0
Company_777,www.company_777.com,Education,Medical Equipment,B2C,1642,67593767,2015,B,396 Main St,City_75,FL,-2922,https://linkedin.com/company/company_777,First81,Last998,VP Sales,https://linkedin.com/in/first81last998,-5626,first81.last998@company_777.com,Webinar,1
Company_778,www.company_778.com,Healthcare,Software,B2C,1734,56892850,2017,A+,797 Main St,City_70,TX,-6907,https://linkedin.com/company/company_778,First701,Last660,VP Sales,https://linkedin.com/in/first701last660,-9315,first701.last660@company_778.com,LinkedIn,0
Company_779,www.company_779.com,Healthcare,Consulting,B2B,1181,38163840,2014,C,726 Main St,City_6,FL,-1828,https://linkedin.com/company/company_779,First265,Last935,Founder,https://linkedin.com/in/first265last935,-8409,first265.last935@company_779.com,LinkedIn,0
Company_780,www.company_780.com,Healthcare,Consumer Goods,B2C,344,57452128,2001,B,806 Main St,City_82,TX,-3318,https://linkedin.com/company/company_780,First465,Last500,CEO,https://linkedin.com/in/first465last500,-3272,first465.last500@company_780.com,Referral,0
Company_781,www.company_781.com,Finance,Software,B2C,518,62102678,1954,A,871 Main St,City_36,NY,-7483,https://linkedin.com/company/company_781,First290,Last787,Founder,https://linkedin.com/in/first290last787,-6118,first290.last787@company_781.com,Webinar,1
Company_782,www.company_782.com,Manufacturing,Consulting,B2B,1979,79619398,1982,A,369 Main St,City_56,CA,-10614,https://linkedin.com/company/company_782,First334,Last570,CEO,https://linkedin.com/in/first334last570,-9338,first334.last570@company_782.com,Cold Email,1
Company_783,www.company_783.com,Manufacturing,Online Courses,B2C,417,83134631,1952,A,572 Main St,City_19,NY,-2718,https://linkedin.com/company/company_783,First636,Last250,Marketing Director,https://linkedin.com/in/first636last250,-5704,first636.last250@company_783.com,Ad Campaign,0
Company_784,www.company_784.com,Finance,Online Courses,B2B,562,8479482,1962,A+,388 Main St,City_5,FL,-9070,https://linkedin.com/company/company_784,First442,Last804,VP Sales,https://linkedin.com/in/first442last804,-9960,first442.last804@company_784.com,Webinar,0
Company_785,www.company_785.com,Education,Financial Services,B2B,1347,60781584,1997,A+,802 Main St,City_78,CA,-4351,https://linkedin.com/company/company_785,First758,Last954,Marketing Director,https://linkedin.com/in/first758last954,-5818,first758.last954@company_785.com,LinkedIn,0
Company_786,www.company_786.com,Technology,Financial Services,B2C,1880,86578520,2019,A+,455 Main St,City_88,CA,-2661,https://linkedin.com/company/company_786,First842,Last456,CTO,https://linkedin.com/in/first842last456,-10478,first842.last456@company_786.com,Cold Email,1
Company_787,www.company_787.com,Finance,Software,B2B,325,34877477,1999,A,121 Main St,City_88,FL,-8988,https://linkedin.com/company/company_787,First790,Last840,VP Sales,https://linkedin.com/in/first790last840,-10420,first790.last840@company_787.com,Cold Email,0
Company_788,www.company_788.com,Finance,Consumer Goods,B2B,743,41233161,2014,A+,415 Main St,City_46,NY,-6466,https://linkedin.com/company/company_788,First909,Last595,CEO,https://linkedin.com/in/first909last595,-5485,first909.last595@company_788.com,Ad Campaign,0
Company_789,www.company_789.com,Retail,Consulting,B2C,1483,24872234,1985,A,663 Main St,City_31,IL,-6548,https://linkedin.com/company/company_789,First631,Last592,VP Sales,https://linkedin.com/in/first631last592,-2757,first631.last592@company_789.com,Ad Campaign,0
Company_790,www.company_790.com,Healthcare,Consumer Goods,B2C,1851,25322396,1959,A+,799 Main St,City_2,TX,-2777,https://linkedin.com/company/company_790,First941,Last966,VP Sales,https://linkedin.com/in/first941last966,-11026,first941.last966@company_790.com,Website,0
Company_791,www.company_791.com,Education,Software,B2B,1843,74136280,1999,A,170 Main St,City_15,FL,-10954,https://linkedin.com/company/company_791,First414,Last868,CTO,https://linkedin.com/in/first414last868,-8810,first414.last868@company_791.com,Cold Email,1
Company_792,www.company_792.com,Technology,Medical Equipment,B2B,1694,34750021,1991,A+,232 Main St,City_11,FL,-6416,https://linkedin.com/company/company_792,First841,Last368,CEO,https://linkedin.com/in/first841last368,-5846,first841.last368@company_792.com,Cold Email,0
Company_793,www.company_793.com,Technology,Consulting,B2C,475,29259511,2017,B,994 Main St,City_12,IL,-3700,https://linkedin.com/company/company_793,First641,Last326,VP Sales,https://linkedin.com/in/first641last326,-7833,first641.last326@company_793.com,LinkedIn,0
Company_794,www.company_794.com,Finance,Online Courses,B2B,1743,3335863,2009,A,962 Main St,City_55,IL,-9825,https://linkedin.com/company/company_794,First143,Last193,Marketing Director,https://linkedin.com/in/first143last193,-9159,first143.last193@company_794.com,LinkedIn,0
Company_795,www.company_795.com,Education,Online Courses,B2B,1364,47466565,2014,A+,596 Main St,City_75,NY,-3735,https://linkedin.com/company/company_795,First138,Last12,CEO,https://linkedin.com/in/first138last12,-3519,first138.last12@company_795.com,Website,0
Company_796,www.company_796.com,Technology,Consulting,B2C,1166,38245210,1963,A,815 Main St,City_47,NY,-4052,https://linkedin.com/company/company_796,First87,Last141,VP Sales,https://linkedin.com/in/first87last141,-6074,first87.last141@company_796.com,LinkedIn,1
Company_797,www.company_797.com,Retail,Financial Services,B2C,638,32245513,1951,A,948 Main St,City_30,IL,-3282,https://linkedin.com/company/company_797,First522,Last435,Marketing Director,https://linkedin.com/in/first522last435,-1705,first522.last435@company_797.com,LinkedIn,0
Company_798,www.company_798.com,Finance,Medical Equipment,B2B,589,73824243,2002,A+,455 Main St,City_40,FL,-2310,https://linkedin.com/company/company_798,First8,Last592,VP Sales,https://linkedin.com/in/first8last592,-2366,first8.last592@company_798.com,Website,0
Company_799,www.company_799.com,Healthcare,Consumer Goods,B2C,1741,76792527,1956,A,563 Main St,City_69,FL,-3248,https://linkedin.com/company/company_799,First591,Last376,CEO,https://linkedin.com/in/first591last376,-9611,first591.last376@company_799.com,Referral,0
Company_800,www.company_800.com,Manufacturing,Online Courses,B2C,1153,10038256,2013,A+,829 Main St,City_86,IL,-10671,https://linkedin.com/company/company_800,First985,Last708,CEO,https://linkedin.com/in/first985last708,-2686,first985.last708@company_800.com,Ad Campaign,1
Company_801,www.company_801.com,Retail,Consumer Goods,B2C,1110,47401994,1973,A,603 Main St,City_4,CA,-9634,https://linkedin.com/company/company_801,First536,Last912,Marketing Director,https://linkedin.com/in/first536last912,-10223,first536.last912@company_801.com,Referral,0
Company_802,www.company_802.com,Healthcare,Online Courses,B2B,549,61310169,1977,A,646 Main St,City_10,FL,-4512,https://linkedin.com/company/company_802,First818,Last594,Founder,https://linkedin.com/in/first818last594,-2960,first818.last594@company_802.com,Webinar,0
Company_803,www.company_803.com,Technology,Medical Equipment,B2B,1534,78778335,1990,A,314 Main St,City_71,FL,-5035,https://linkedin.com/company/company_803,First928,Last481,Marketing Director,https://linkedin.com/in/first928last481,-5963,first928.last481@company_803.com,Website,0
Company_804,www.company_804.com,Education,Online Courses,B2C,897,19158912,2000,D,799 Main St,City_70,TX,-6553,https://linkedin.com/company/company_804,First297,Last172,CEO,https://linkedin.com/in/first297last172,-3073,first297.last172@company_804.com,Website,0
Company_805,www.company_805.com,Manufacturing,Consumer Goods,B2C,1448,73036180,1957,B,765 Main St,City_36,FL,-6895,https://linkedin.com/company/company_805,First267,Last63,VP Sales,https://linkedin.com/in/first267last63,-2693,first267.last63@company_805.com,Webinar,1
Company_806,www.company_806.com,Healthcare,Financial Services,B2B,430,64621316,1978,A,738 Main St,City_82,TX,-3527,https://linkedin.com/company/company_806,First829,Last756,Marketing Director,https://linkedin.com/in/first829last756,-10005,first829.last756@company_806.com,Referral,0
Company_807,www.company_807.com,Education,Online Courses,B2B,192,45155292,1969,A+,237 Main St,City_87,CA,-8371,https://linkedin.com/company/company_807,First872,Last803,Founder,https://linkedin.com/in/first872last803,-4253,first872.last803@company_807.com,Cold Email,0
Company_808,www.company_808.com,Healthcare,Financial Services,B2C,1294,95679829,2014,A+,432 Main St,City_1,TX,-10896,https://linkedin.com/company/company_808,First15,Last760,CEO,https://linkedin.com/in/first15last760,-8105,first15.last760@company_808.com,Webinar,1
Company_809,www.company_809.com,Healthcare,Financial Services,B2B,1685,21296641,1962,A,750 Main St,City_28,TX,-8566,https://linkedin.com/company/company_809,First828,Last180,Founder,https://linkedin.com/in/first828last180,-8582,first828.last180@company_809.com,Website,0
Company_810,www.company_810.com,Healthcare,Online Courses,B2B,461,86292649,1957,B,816 Main St,City_59,CA,-10325,https://linkedin.com/company/company_810,First352,Last87,CTO,https://linkedin.com/in/first352last87,-2664,first352.last87@company_810.com,Webinar,0
Company_811,www.company_811.com,Healthcare,Online Courses,B2C,1925,72323875,2003,B,989 Main St,City_25,NY,-9231,https://linkedin.com/company/company_811,First677,Last451,CTO,https://linkedin.com/in/first677last451,-2916,first677.last451@company_811.com,Ad Campaign,0
Company_812,www.company_812.com,Manufacturing,Consumer Goods,B2C,866,66039185,1951,A+,449 Main St,City_66,TX,-2430,https://linkedin.com/company/company_812,First774,Last840,CEO,https://linkedin.com/in/first774last840,-7963,first774.last840@company_812.com,Referral,1
Company_813,www.company_813.com,Healthcare,Online Courses,B2C,944,52805799,1995,A,424 Main St,City_19,IL,-8514,https://linkedin.com/company/company_813,First765,Last972,Marketing Director,https://linkedin.com/in/first765last972,-2560,first765.last972@company_813.com,Ad Campaign,0
Company_814,www.company_814.com,Finance,Consumer Goods,B2C,182,98491193,1979,A,300 Main St,City_31,NY,-10122,https://linkedin.com/company/company_814,First544,Last892,VP Sales,https://linkedin.com/in/first544last892,-8713,first544.last892@company_814.com,Referral,1
Company_815,www.company_815.com,Education,Online Courses,B2C,1387,9377584,1968,A,608 Main St,City_51,FL,-9408,https://linkedin.com/company/company_815,First700,Last979,CEO,https://linkedin.com/in/first700last979,-9774,first700.last979@company_815.com,Referral,0
Company_816,www.company_816.com,Manufacturing,Consumer Goods,B2C,1156,40501561,2005,D,889 Main St,City_89,IL,-9480,https://linkedin.com/company/company_816,First626,Last941,Founder,https://linkedin.com/in/first626last941,-8569,first626.last941@company_816.com,Cold Email,1
Company_817,www.company_817.com,Education,Medical Equipment,B2B,1734,66981679,1977,A+,688 Main St,City_35,FL,-5140,https://linkedin.com/company/company_817,First401,Last473,CTO,https://linkedin.com/in/first401last473,-7295,first401.last473@company_817.com,Website,1
Company_818,www.company_818.com,Retail,Financial Services,B2B,1990,15586047,2003,A,779 Main St,City_28,NY,-3747,https://linkedin.com/company/company_818,First321,Last561,CEO,https://linkedin.com/in/first321last561,-3121,first321.last561@company_818.com,Website,1
Company_819,www.company_819.com,Technology,Software,B2B,142,21078606,1963,A,649 Main St,City_12,FL,-10060,https://linkedin.com/company/company_819,First107,Last702,VP Sales,https://linkedin.com/in/first107last702,-9826,first107.last702@company_819.com,Cold Email,0
Company_820,www.company_820.com,Healthcare,Consumer Goods,B2C,1302,96304819,1963,A+,517 Main St,City_49,CA,-4713,https://linkedin.com/company/company_820,First25,Last635,CEO,https://linkedin.com/in/first25last635,-10509,first25.last635@company_820.com,Referral,1
Company_821,www.company_821.com,Manufacturing,Consumer Goods,B2B,1760,16735015,1952,D,335 Main St,City_86,CA,-7663,https://linkedin.com/company/company_821,First726,Last981,CEO,https://linkedin.com/in/first726last981,-4102,first726.last981@company_821.com,Referral,1
Company_822,www.company_822.com,Manufacturing,Consulting,B2C,1705,56212266,1969,A,390 Main St,City_53,FL,-6804,https://linkedin.com/company/company_822,First823,Last991,CTO,https://linkedin.com/in/first823last991,-4580,first823.last991@company_822.com,Referral,0
Company_823,www.company_823.com,Retail,Consulting,B2C,1075,95762639,2001,A+,951 Main St,City_68,CA,-8577,https://linkedin.com/company/company_823,First655,Last465,Founder,https://linkedin.com/in/first655last465,-1862,first655.last465@company_823.com,LinkedIn,0
Company_824,www.company_824.com,Retail,Consumer Goods,B2C,414,34731269,1988,A+,575 Main St,City_58,CA,-8584,https://linkedin.com/company/company_824,First284,Last796,CEO,https://linkedin.com/in/first284last796,-1595,first284.last796@company_824.com,LinkedIn,1
Company_825,www.company_825.com,Finance,Medical Equipment,B2B,1410,27731757,1964,A+,451 Main St,City_33,TX,-2976,https://linkedin.com/company/company_825,First183,Last452,CEO,https://linkedin.com/in/first183last452,-5987,first183.last452@company_825.com,LinkedIn,1
Company_826,www.company_826.com,Healthcare,Financial Services,B2C,454,21674879,1992,A+,363 Main St,City_3,IL,-9733,https://linkedin.com/company/company_826,First112,Last148,Marketing Director,https://linkedin.com/in/first112last148,-3543,first112.last148@company_826.com,LinkedIn,0
Company_827,www.company_827.com,Healthcare,Financial Services,B2B,565,486354,1982,C,897 Main St,City_59,TX,-7001,https://linkedin.com/company/company_827,First106,Last36,CEO,https://linkedin.com/in/first106last36,-6757,first106.last36@company_827.com,Referral,0
Company_828,www.company_828.com,Manufacturing,Consumer Goods,B2C,834,34790510,2020,B,370 Main St,City_46,CA,-2432,https://linkedin.com/company/company_828,First919,Last510,CTO,https://linkedin.com/in/first919last510,-2631,first919.last510@company_828.com,Website,0
Company_829,www.company_829.com,Retail,Software,B2B,739,17304925,2001,A,187 Main St,City_57,TX,-10967,https://linkedin.com/company/company_829,First156,Last717,Founder,https://linkedin.com/in/first156last717,-7235,first156.last717@company_829.com,LinkedIn,1
Company_830,www.company_830.com,Manufacturing,Software,B2C,1161,99734230,2010,A,956 Main St,City_8,IL,-7010,https://linkedin.com/company/company_830,First865,Last746,CEO,https://linkedin.com/in/first865last746,-8044,first865.last746@company_830.com,Webinar,1
Company_831,www.company_831.com,Healthcare,Software,B2C,1159,89774853,2003,D,881 Main St,City_36,IL,-10943,https://linkedin.com/company/company_831,First125,Last581,Marketing Director,https://linkedin.com/in/first125last581,-5930,first125.last581@company_831.com,Cold Email,0
Company_832,www.company_832.com,Education,Consumer Goods,B2C,1349,32524666,2006,A,894 Main St,City_75,CA,-4085,https://linkedin.com/company/company_832,First375,Last548,Founder,https://linkedin.com/in/first375last548,-5996,first375.last548@company_832.com,Referral,1
Company_833,www.company_833.com,Finance,Medical Equipment,B2B,873,32424470,1979,A+,631 Main St,City_37,CA,-8434,https://linkedin.com/company/company_833,First991,Last394,CTO,https://linkedin.com/in/first991last394,-4094,first991.last394@company_833.com,Cold Email,0
Company_834,www.company_834.com,Retail,Online Courses,B2B,767,94138484,1965,A,108 Main St,City_13,TX,-10067,https://linkedin.com/company/company_834,First499,Last87,VP Sales,https://linkedin.com/in/first499last87,-5639,first499.last87@company_834.com,Website,0
Company_835,www.company_835.com,Healthcare,Consulting,B2B,1219,64533202,1958,A+,752 Main St,City_40,FL,-6431,https://linkedin.com/company/company_835,First245,Last501,VP Sales,https://linkedin.com/in/first245last501,-6631,first245.last501@company_835.com,Referral,1
Company_836,www.company_836.com,Manufacturing,Consumer Goods,B2C,1783,45020447,1959,A,455 Main St,City_20,IL,-9745,https://linkedin.com/company/company_836,First990,Last17,CEO,https://linkedin.com/in/first990last17,-4954,first990.last17@company_836.com,Cold Email,1
Company_837,www.company_837.com,Technology,Medical Equipment,B2B,233,82623710,1974,A,367 Main St,City_21,NY,-7440,https://linkedin.com/company/company_837,First827,Last670,Marketing Director,https://linkedin.com/in/first827last670,-8485,first827.last670@company_837.com,LinkedIn,0
Company_838,www.company_838.com,Retail,Financial Services,B2B,1117,3187714,1998,B,113 Main St,City_1,NY,-10495,https://linkedin.com/company/company_838,First948,Last74,CEO,https://linkedin.com/in/first948last74,-9273,first948.last74@company_838.com,Website,0
Company_839,www.company_839.com,Healthcare,Online Courses,B2B,1634,55238447,1982,A,485 Main St,City_14,FL,-3521,https://linkedin.com/company/company_839,First47,Last249,CTO,https://linkedin.com/in/first47last249,-6895,first47.last249@company_839.com,Referral,1
